,product_category_name_english,customer_state,avg_freight_cost,total_late_deliveries,combined_label
951,agro_industry_and_commerce,MS,22.43,0.0,MS - agro_industry_and_commerce
952,luggage_accessories,SE,28.07,0.0,SE - luggage_accessories
953,costruction_tools_tools,PB,46.01,0.0,PB - costruction_tools_tools
954,agro_industry_and_commerce,MT,53.22,0.0,MT - agro_industry_and_commerce
955,costruction_tools_tools,PE,36.56,0.0,PE - costruction_tools_tools
956,la_cuisine,SC,26.15,0.0,SC - la_cuisine
957,furniture_bedroom,RS,54.12,0.0,RS - furniture_bedroom
958,perfumery,TO,31.5,0.0,TO - perfumery
959,fashion_shoes,PA,29.48,0.0,PA - fashion_shoes
960,tablets_printing_image,PR,16.18,0.0,PR - tablets_printing_image
961,cine_photo,ES,15.76,0.0,ES - cine_photo
962,perfumery,AM,27.05,0.0,AM - perfumery
963,small_appliances_home_oven_and_coffee,TO,95.44,0.0,TO - small_appliances_home_oven_and_coffee
964,air_conditioning,PI,50.7,0.0,PI - air_conditioning
965,security_and_services,DF,15.45,0.0,DF - security_and_services
966,cine_photo,GO,8.41,0.0,GO - cine_photo
967,books_general_interest,DF,19.18,0.0,DF - books_general_interest
968,furniture_living_room,AC,52.92,0.0,AC - furniture_living_room
969,food_drink,PA,21.25,0.0,PA - food_drink
970,home_comfort_2,PR,15.1,0.0,PR - home_comfort_2
971,bed_bath_table,AP,35.07,0.0,AP - bed_bath_table
972,office_furniture,GO,43.49,0.0,GO - office_furniture
973,air_conditioning,BA,24.52,0.0,BA - air_conditioning
974,food_drink,SE,15.6,0.0,SE - food_drink
975,,MA,32.35,0.0,
976,costruction_tools_tools,PA,25.63,0.0,PA - costruction_tools_tools
977,kitchen_dining_laundry_garden_furniture,PE,78.91,0.0,PE - kitchen_dining_laundry_garden_furniture
978,furniture_living_room,PI,34.27,0.0,PI - furniture_living_room
979,telephony,AP,22.88,0.0,AP - telephony
980,furniture_bedroom,MG,61.0,0.0,MG - furniture_bedroom
981,home_comfort_2,RJ,15.1,0.0,RJ - home_comfort_2
982,air_conditioning,PR,24.39,0.0,PR - air_conditioning
983,health_beauty,AM,29.63,0.0,AM - health_beauty
984,audio,RN,35.12,0.0,RN - audio
985,christmas_supplies,RN,34.15,0.0,RN - christmas_supplies
986,health_beauty,AP,33.84,0.0,AP - health_beauty
987,office_furniture,MS,63.54,0.0,MS - office_furniture
988,costruction_tools_garden,PI,58.74,0.0,PI - costruction_tools_garden
989,art,RO,52.07,0.0,RO - art
990,tablets_printing_image,PI,28.28,0.0,PI - tablets_printing_image
991,fashion_sport,BA,17.91,0.0,BA - fashion_sport
992,luggage_accessories,PA,54.44,0.0,PA - luggage_accessories
993,food_drink,PE,20.75,0.0,PE - food_drink
994,cool_stuff,AL,40.84,0.0,AL - cool_stuff
995,musical_instruments,AC,42.38,0.0,AC - musical_instruments
996,books_technical,DF,17.86,0.0,DF - books_technical
997,construction_tools_safety,MT,45.16,0.0,MT - construction_tools_safety
998,fashion_shoes,RO,57.96,0.0,RO - fashion_shoes
999,agro_industry_and_commerce,GO,27.77,0.0,GO - agro_industry_and_commerce
1000,books_technical,MA,44.1,0.0,MA - books_technical
1001,market_place,RS,16.78,0.0,RS - market_place
1002,fashion_childrens_clothes,SP,10.18,0.0,SP - fashion_childrens_clothes
1003,computers,CE,57.13,0.0,CE - computers
1004,signaling_and_security,DF,28.17,0.0,DF - signaling_and_security
1005,consoles_games,SE,31.85,0.0,SE - consoles_games
1006,market_place,CE,32.13,0.0,CE - market_place
1007,construction_tools_lights,MT,55.41,0.0,MT - construction_tools_lights
1008,construction_tools_safety,MS,43.16,0.0,MS - construction_tools_safety
1009,art,PE,33.23,0.0,PE - art
1010,home_appliances_2,DF,46.56,0.0,DF - home_appliances_2
1011,fashion_sport,RJ,14.81,0.0,RJ - fashion_sport
1012,stationery,AP,50.07,0.0,AP - stationery
1013,consoles_games,PB,31.74,0.0,PB - consoles_games
1014,stationery,TO,24.6,0.0,TO - stationery
1015,construction_tools_construction,MA,21.15,0.0,MA - construction_tools_construction
1016,consoles_games,RO,34.15,0.0,RO - consoles_games
1017,fashio_female_clothing,SC,15.1,0.0,SC - fashio_female_clothing
1018,electronics,RR,26.4,0.0,RR - electronics
1019,dvds_blu_ray,RO,21.15,0.0,RO - dvds_blu_ray
1020,art,PB,43.19,0.0,PB - art
1021,fashion_underwear_beach,RS,16.52,0.0,RS - fashion_underwear_beach
1022,diapers_and_hygiene,BA,17.06,0.0,BA - diapers_and_hygiene
1023,fixed_telephony,SE,20.8,0.0,SE - fixed_telephony
1024,auto,RR,37.31,0.0,RR - auto
1025,home_appliances,MA,95.42,0.0,MA - home_appliances
1026,industry_commerce_and_business,PI,32.74,0.0,PI - industry_commerce_and_business
1027,cine_photo,MT,47.01,0.0,MT - cine_photo
1028,home_confort,PR,19.63,0.0,PR - home_confort
1029,cool_stuff,MS,36.81,0.0,MS - cool_stuff
1030,musical_instruments,RN,33.74,0.0,RN - musical_instruments
1031,signaling_and_security,MG,34.32,0.0,MG - signaling_and_security
1032,diapers_and_hygiene,RJ,17.85,0.0,RJ - diapers_and_hygiene
1033,kitchen_dining_laundry_garden_furniture,PB,251.39,0.0,PB - kitchen_dining_laundry_garden_furniture
1034,garden_tools,AC,39.1,0.0,AC - garden_tools
1035,arts_and_craftmanship,SC,24.83,0.0,SC - arts_and_craftmanship
1036,furniture_bedroom,DF,55.58,0.0,DF - furniture_bedroom
1037,agro_industry_and_commerce,AP,67.62,0.0,AP - agro_industry_and_commerce
1038,christmas_supplies,AC,60.95,0.0,AC - christmas_supplies
1039,pet_shop,RN,28.08,0.0,RN - pet_shop
1040,fixed_telephony,PE,20.96,0.0,PE - fixed_telephony
1041,fashion_male_clothing,PR,15.92,0.0,PR - fashion_male_clothing
1042,fashion_shoes,PB,38.05,0.0,PB - fashion_shoes
1043,luggage_accessories,PR,25.0,0.0,PR - luggage_accessories
1044,costruction_tools_tools,PR,18.72,0.0,PR - costruction_tools_tools
1045,music,RJ,16.97,0.0,RJ - music
1046,books_general_interest,ES,19.13,0.0,ES - books_general_interest
1047,computers,GO,49.36,0.0,GO - computers
1048,art,BA,21.23,0.0,BA - art
1049,cine_photo,MG,22.85,0.0,MG - cine_photo
1050,electronics,RO,37.08,0.0,RO - electronics
1051,watches_gifts,AM,30.98,0.0,AM - watches_gifts
1052,industry_commerce_and_business,SE,72.53,0.0,SE - industry_commerce_and_business
1053,industry_commerce_and_business,PB,145.92,0.0,PB - industry_commerce_and_business
1054,market_place,GO,15.41,0.0,GO - market_place
1055,fashion_male_clothing,SC,15.35,0.0,SC - fashion_male_clothing
1056,luggage_accessories,AC,58.76,0.0,AC - luggage_accessories
1057,home_appliances,MT,20.69,0.0,MT - home_appliances
1058,books_general_interest,GO,23.49,0.0,GO - books_general_interest
1059,home_appliances_2,AL,85.35,0.0,AL - home_appliances_2
1060,books_general_interest,AM,27.67,0.0,AM - books_general_interest
1061,agro_industry_and_commerce,RS,22.13,0.0,RS - agro_industry_and_commerce
1062,cine_photo,MA,22.85,0.0,MA - cine_photo
1063,costruction_tools_garden,RO,51.1,0.0,RO - costruction_tools_garden
1064,furniture_bedroom,MT,78.93,0.0,MT - furniture_bedroom
1065,toys,AM,27.24,0.0,AM - toys
1066,watches_gifts,AP,25.89,0.0,AP - watches_gifts
1067,fashion_underwear_beach,GO,16.79,0.0,GO - fashion_underwear_beach
1068,construction_tools_safety,DF,22.74,0.0,DF - construction_tools_safety
1069,diapers_and_hygiene,PB,51.05,0.0,PB - diapers_and_hygiene
1070,air_conditioning,SC,19.33,0.0,SC - air_conditioning
1071,home_appliances,MS,16.91,0.0,MS - home_appliances
1072,musical_instruments,PA,33.71,0.0,PA - musical_instruments
1073,furniture_decor,AM,27.84,0.0,AM - furniture_decor
1074,dvds_blu_ray,PI,50.85,0.0,PI - dvds_blu_ray
1075,food_drink,BA,15.59,0.0,BA - food_drink
1076,books_technical,MT,23.04,0.0,MT - books_technical
1077,small_appliances_home_oven_and_coffee,DF,43.09,0.0,DF - small_appliances_home_oven_and_coffee
1078,fashion_bags_accessories,TO,33.34,0.0,TO - fashion_bags_accessories
1079,construction_tools_lights,DF,44.56,0.0,DF - construction_tools_lights
1080,fixed_telephony,PI,46.4,0.0,PI - fixed_telephony
1081,market_place,ES,22.29,0.0,ES - market_place
1082,construction_tools_construction,AL,179.58,0.0,AL - construction_tools_construction
1083,costruction_tools_garden,PB,24.69,0.0,PB - costruction_tools_garden
1084,computers,TO,37.81,0.0,TO - computers
1085,baby,AM,27.86,0.0,AM - baby
1086,food,MT,31.63,0.0,MT - food
1087,books_technical,MS,15.8,0.0,MS - books_technical
1088,auto,RO,57.5,0.0,RO - auto
1089,small_appliances,SE,63.44,0.0,SE - small_appliances
1090,fashion_underwear_beach,ES,15.52,0.0,ES - fashion_underwear_beach
1091,furniture_living_room,RO,72.83,0.0,RO - furniture_living_room
1092,construction_tools_construction,MT,50.26,0.0,MT - construction_tools_construction
1093,cine_photo,DF,18.28,0.0,DF - cine_photo
1094,party_supplies,PI,61.68,0.0,PI - party_supplies
1095,books_general_interest,TO,15.1,0.0,TO - books_general_interest
1096,computers,AP,45.42,0.0,AP - computers
1097,cds_dvds_musicals,RJ,16.11,0.0,RJ - cds_dvds_musicals
1098,food,MS,19.05,0.0,MS - food
1099,fashion_male_clothing,PA,44.51,0.0,PA - fashion_male_clothing
1100,books_imported,MA,55.96,0.0,MA - books_imported
1101,small_appliances,PE,36.74,0.0,PE - small_appliances
1102,industry_commerce_and_business,PE,96.09,0.0,PE - industry_commerce_and_business
1103,industry_commerce_and_business,RO,48.0,0.0,RO - industry_commerce_and_business
1104,christmas_supplies,SC,21.05,0.0,SC - christmas_supplies
1105,agro_industry_and_commerce,CE,28.55,0.0,CE - agro_industry_and_commerce
1106,home_construction,TO,38.83,0.0,TO - home_construction
1107,signaling_and_security,MT,53.91,0.0,MT - signaling_and_security
1108,toys,AP,30.63,0.0,AP - toys
1109,art,PI,43.19,0.0,PI - art
1110,tablets_printing_image,PE,25.58,0.0,PE - tablets_printing_image
1111,flowers,PE,17.66,0.0,PE - flowers
1112,consoles_games,PI,40.84,0.0,PI - consoles_games
1113,fashio_female_clothing,PR,14.65,0.0,PR - fashio_female_clothing
1114,food,AL,25.68,0.0,AL - food
1115,computers,AM,44.74,0.0,AM - computers
1116,fashion_bags_accessories,AM,25.7,0.0,AM - fashion_bags_accessories
1117,costruction_tools_garden,PE,38.87,0.0,PE - costruction_tools_garden
1118,small_appliances,RO,25.25,0.0,RO - small_appliances
1119,market_place,AM,22.06,0.0,AM - market_place
1120,small_appliances,PB,53.74,0.0,PB - small_appliances
1121,dvds_blu_ray,RJ,18.64,0.0,RJ - dvds_blu_ray
1122,drinks,PI,22.95,0.0,PI - drinks
1123,food_drink,PI,21.91,0.0,PI - food_drink
1124,market_place,TO,17.72,0.0,TO - market_place
1125,signaling_and_security,MS,24.22,0.0,MS - signaling_and_security
1126,luggage_accessories,RN,170.11,0.0,RN - luggage_accessories
1127,pet_shop,PA,45.85,0.0,PA - pet_shop
1128,small_appliances_home_oven_and_coffee,MG,30.04,0.0,MG - small_appliances_home_oven_and_coffee
1129,kitchen_dining_laundry_garden_furniture,BA,21.84,0.0,BA - kitchen_dining_laundry_garden_furniture
1130,fashio_female_clothing,DF,18.16,0.0,DF - fashio_female_clothing
1131,construction_tools_safety,RN,51.69,0.0,RN - construction_tools_safety
1132,dvds_blu_ray,RS,24.95,0.0,RS - dvds_blu_ray
1133,stationery,PI,37.81,0.0,PI - stationery
1134,books_general_interest,PB,25.25,0.0,PB - books_general_interest
1135,home_construction,PB,55.25,0.0,PB - home_construction
1136,home_appliances,PA,28.41,0.0,PA - home_appliances
1137,baby,RO,41.83,0.0,RO - baby
1138,electronics,AM,21.58,0.0,AM - electronics
1139,fashion_shoes,CE,33.89,0.0,CE - fashion_shoes
1140,auto,AP,63.43,0.0,AP - auto
1141,fixed_telephony,RS,16.43,0.0,RS - fixed_telephony
1142,furniture_living_room,ES,32.91,0.0,ES - furniture_living_room
1143,kitchen_dining_laundry_garden_furniture,RS,33.96,0.0,RS - kitchen_dining_laundry_garden_furniture
1144,art,RS,17.86,0.0,RS - art
1145,agro_industry_and_commerce,PI,36.68,0.0,PI - agro_industry_and_commerce
1146,books_general_interest,SE,21.35,0.0,SE - books_general_interest
1147,drinks,CE,26.9,0.0,CE - drinks
1148,air_conditioning,MT,17.11,0.0,MT - air_conditioning
1149,toys,SE,32.88,0.0,SE - toys
1150,telephony,RR,27.17,0.0,RR - telephony
1151,security_and_services,RO,25.77,0.0,RO - security_and_services
1152,costruction_tools_tools,MG,18.01,0.0,MG - costruction_tools_tools
1153,construction_tools_safety,PR,20.63,0.0,PR - construction_tools_safety
1154,books_technical,SC,18.46,0.0,SC - books_technical
1155,cds_dvds_musicals,RS,16.11,0.0,RS - cds_dvds_musicals
1156,fashio_female_clothing,MG,15.63,0.0,MG - fashio_female_clothing
1157,air_conditioning,AL,103.89,0.0,AL - air_conditioning
1158,computers,RO,52.61,0.0,RO - computers
1159,fashion_childrens_clothes,SC,11.61,0.0,SC - fashion_childrens_clothes
1160,tablets_printing_image,ES,16.81,0.0,ES - tablets_printing_image
1161,fashion_bags_accessories,SE,26.49,0.0,SE - fashion_bags_accessories
1162,perfumery,AC,25.56,0.0,AC - perfumery
1163,books_technical,PA,32.12,0.0,PA - books_technical
1164,stationery,RR,25.52,0.0,RR - stationery
1165,music,RS,23.17,0.0,RS - music
1166,market_place,PE,21.37,0.0,PE - market_place
1167,sports_leisure,AP,28.86,0.0,AP - sports_leisure
1168,industry_commerce_and_business,TO,59.63,0.0,TO - industry_commerce_and_business
1169,food_drink,RS,24.02,0.0,RS - food_drink
1170,bed_bath_table,AC,39.38,0.0,AC - bed_bath_table
1171,home_construction,SE,52.03,0.0,SE - home_construction
1172,tablets_printing_image,AM,22.85,0.0,AM - tablets_printing_image
1173,arts_and_craftmanship,MG,23.1,0.0,MG - arts_and_craftmanship
1174,books_imported,PR,16.86,0.0,PR - books_imported
1175,industry_commerce_and_business,ES,43.81,0.0,ES - industry_commerce_and_business
1176,small_appliances,ES,22.43,0.0,ES - small_appliances
1177,food_drink,CE,21.09,0.0,CE - food_drink
1178,signaling_and_security,PA,36.12,0.0,PA - signaling_and_security
1179,costruction_tools_garden,ES,20.35,0.0,ES - costruction_tools_garden
1180,construction_tools_construction,PA,34.07,0.0,PA - construction_tools_construction
1181,costruction_tools_garden,AM,24.78,0.0,AM - costruction_tools_garden
1182,home_confort,MT,23.24,0.0,MT - home_confort
1183,tablets_printing_image,GO,18.12,0.0,GO - tablets_printing_image
1184,christmas_supplies,MT,29.6,0.0,MT - christmas_supplies
1185,musical_instruments,AL,53.29,0.0,AL - musical_instruments
1186,fashion_male_clothing,MT,36.35,0.0,MT - fashion_male_clothing
1187,furniture_bedroom,SC,52.31,0.0,SC - furniture_bedroom
1188,furniture_living_room,TO,72.82,0.0,TO - furniture_living_room
1189,costruction_tools_garden,GO,27.9,0.0,GO - costruction_tools_garden
1190,computers,SE,24.3,0.0,SE - computers
1191,la_cuisine,RS,29.22,0.0,RS - la_cuisine
1192,cool_stuff,AC,30.23,0.0,AC - cool_stuff
1193,computers_accessories,AC,32.23,0.0,AC - computers_accessories
1194,market_place,PB,18.75,0.0,PB - market_place
1195,party_supplies,RS,16.98,0.0,RS - party_supplies
1196,sports_leisure,AM,30.8,0.0,AM - sports_leisure
1197,flowers,ES,16.2,0.0,ES - flowers
1198,auto,AM,25.51,0.0,AM - auto
1199,books_general_interest,RO,22.67,0.0,RO - books_general_interest
1200,fashion_bags_accessories,RO,34.31,0.0,RO - fashion_bags_accessories
1201,home_comfort_2,ES,15.1,0.0,ES - home_comfort_2
1202,computers,PB,60.32,0.0,PB - computers
1203,market_place,RO,59.49,0.0,RO - market_place
1204,watches_gifts,RO,32.2,0.0,RO - watches_gifts
1205,furniture_decor,RO,47.23,0.0,RO - furniture_decor
1206,flowers,GO,16.11,0.0,GO - flowers
1207,audio,MS,16.09,0.0,MS - audio
1208,home_construction,PE,58.6,0.0,PE - home_construction
1209,furniture_mattress_and_upholstery,GO,62.41,0.0,GO - furniture_mattress_and_upholstery
1210,toys,RO,34.29,0.0,RO - toys
1211,market_place,SE,33.08,0.0,SE - market_place
1212,drinks,GO,18.92,0.0,GO - drinks
1213,,AC,30.22,0.0,
1214,art,GO,24.32,0.0,GO - art
1215,consoles_games,AM,38.98,0.0,AM - consoles_games
1216,pet_shop,DF,24.53,0.0,DF - pet_shop
1217,air_conditioning,MG,22.42,0.0,MG - air_conditioning
1218,musical_instruments,DF,46.96,0.0,DF - musical_instruments
1219,fashion_shoes,ES,21.17,0.0,ES - fashion_shoes
1220,computers,RJ,54.46,0.0,RJ - computers
1221,furniture_bedroom,RN,44.11,0.0,RN - furniture_bedroom
1222,home_appliances,RN,46.7,0.0,RN - home_appliances
1223,fashion_male_clothing,MG,16.62,0.0,MG - fashion_male_clothing
1224,luggage_accessories,MT,25.91,0.0,MT - luggage_accessories
1225,drinks,AM,35.67,0.0,AM - drinks
1226,art,ES,26.89,0.0,ES - art
1227,christmas_supplies,DF,22.64,0.0,DF - christmas_supplies
1228,furniture_living_room,RS,45.53,0.0,RS - furniture_living_room
1229,housewares,AC,44.3,0.0,AC - housewares
1230,drinks,ES,28.74,0.0,ES - drinks
1231,home_confort,DF,15.86,0.0,DF - home_confort
1232,office_furniture,PA,67.33,0.0,PA - office_furniture
1233,signaling_and_security,PR,38.76,0.0,PR - signaling_and_security
1234,furniture_decor,RR,36.3,0.0,RR - furniture_decor
1235,kitchen_dining_laundry_garden_furniture,GO,46.58,0.0,GO - kitchen_dining_laundry_garden_furniture
1236,agro_industry_and_commerce,RO,34.15,0.0,RO - agro_industry_and_commerce
1237,fashion_shoes,GO,23.86,0.0,GO - fashion_shoes
1238,furniture_bedroom,PR,10.11,0.0,PR - furniture_bedroom
1239,art,AP,40.98,0.0,AP - art
1240,home_appliances_2,RN,90.56,0.0,RN - home_appliances_2
1241,small_appliances_home_oven_and_coffee,SC,34.82,0.0,SC - small_appliances_home_oven_and_coffee
1242,small_appliances,CE,48.16,0.0,CE - small_appliances
1243,fixed_telephony,AP,24.84,0.0,AP - fixed_telephony
1244,agro_industry_and_commerce,PB,33.65,0.0,PB - agro_industry_and_commerce
1245,audio,MA,41.7,0.0,MA - audio
1246,music,GO,78.15,0.0,GO - music
1247,food,RN,43.26,0.0,RN - food
1248,fixed_telephony,GO,17.44,0.0,GO - fixed_telephony
1249,consoles_games,TO,34.23,0.0,TO - consoles_games
1250,market_place,PI,39.99,0.0,PI - market_place
1251,air_conditioning,DF,22.2,0.0,DF - air_conditioning
1252,cine_photo,SC,26.67,0.0,SC - cine_photo
1253,fashion_male_clothing,MA,35.74,0.0,MA - fashion_male_clothing
1254,tablets_printing_image,CE,17.63,0.0,CE - tablets_printing_image
1255,air_conditioning,MA,23.71,0.0,MA - air_conditioning
1256,fashio_female_clothing,MT,22.18,0.0,MT - fashio_female_clothing
1257,fixed_telephony,TO,26.79,0.0,TO - fixed_telephony
1258,party_supplies,ES,18.25,0.0,ES - party_supplies
1259,fashion_sport,RS,15.58,0.0,RS - fashion_sport
1260,watches_gifts,RR,68.45,0.0,RR - watches_gifts
1261,christmas_supplies,MA,38.37,0.0,MA - christmas_supplies
1262,flowers,RS,16.45,0.0,RS - flowers
1263,kitchen_dining_laundry_garden_furniture,ES,18.94,0.0,ES - kitchen_dining_laundry_garden_furniture
1264,fixed_telephony,ES,23.35,0.0,ES - fixed_telephony
1265,party_supplies,GO,22.06,0.0,GO - party_supplies
1266,baby,RR,44.54,0.0,RR - baby
1267,computers,PI,68.53,0.0,PI - computers
1268,music,AM,22.85,0.0,AM - music
1269,books_imported,PA,19.37,0.0,PA - books_imported
1270,books_general_interest,PI,25.49,0.0,PI - books_general_interest
1271,stationery,RO,32.96,0.0,RO - stationery
1272,la_cuisine,GO,0.11,0.0,GO - la_cuisine
1273,fashion_shoes,TO,29.8,0.0,TO - fashion_shoes
1274,dvds_blu_ray,GO,8.11,0.0,GO - dvds_blu_ray
1275,construction_tools_lights,PA,19.11,0.0,PA - construction_tools_lights
1276,kitchen_dining_laundry_garden_furniture,TO,85.61,0.0,TO - kitchen_dining_laundry_garden_furniture
1277,fixed_telephony,AM,21.15,0.0,AM - fixed_telephony
1278,home_comfort_2,RS,19.36,0.0,RS - home_comfort_2
1279,diapers_and_hygiene,CE,20.69,0.0,CE - diapers_and_hygiene
1280,consoles_games,AP,51.32,0.0,AP - consoles_games
1281,books_technical,RN,35.77,0.0,RN - books_technical
1282,signaling_and_security,RN,25.02,0.0,RN - signaling_and_security
1283,costruction_tools_tools,MT,32.16,0.0,MT - costruction_tools_tools
1284,fashion_underwear_beach,PI,34.86,0.0,PI - fashion_underwear_beach
1285,tablets_printing_image,RS,16.39,0.0,RS - tablets_printing_image
1286,art,AM,32.33,0.0,AM - art
1287,books_imported,SC,15.23,0.0,SC - books_imported
1288,home_construction,BA,38.49,0.0,BA - home_construction
1289,,RN,30.62,0.0,
1290,musical_instruments,MA,50.17,0.0,MA - musical_instruments
1291,telephony,AC,33.49,0.0,AC - telephony
1292,,RO,39.27,0.0,
1293,pet_shop,TO,25.87,0.0,TO - pet_shop
1294,food,SE,18.89,0.0,SE - food
1295,construction_tools_construction,PE,57.03,0.0,PE - construction_tools_construction
1296,industry_commerce_and_business,MT,35.69,0.0,MT - industry_commerce_and_business
1297,construction_tools_construction,RO,47.77,0.0,RO - construction_tools_construction
1298,construction_tools_safety,BA,23.09,0.0,BA - construction_tools_safety
1299,home_construction,PA,28.4,0.0,PA - home_construction
1300,audio,GO,16.7,0.0,GO - audio
1301,cool_stuff,PI,34.6,0.0,PI - cool_stuff
1302,la_cuisine,MG,25.01,0.0,MG - la_cuisine
1303,small_appliances,MT,31.41,0.0,MT - small_appliances
1304,home_appliances,PE,30.64,0.0,PE - home_appliances
1305,books_imported,BA,16.98,0.0,BA - books_imported
1306,air_conditioning,GO,31.34,0.0,GO - air_conditioning
1307,fashion_shoes,DF,20.0,0.0,DF - fashion_shoes
1308,kitchen_dining_laundry_garden_furniture,DF,75.89,0.0,DF - kitchen_dining_laundry_garden_furniture
1309,drinks,DF,18.04,0.0,DF - drinks
1310,fashion_underwear_beach,PA,21.54,0.0,PA - fashion_underwear_beach
1311,furniture_living_room,AL,57.21,0.0,AL - furniture_living_room
1312,home_construction,SC,23.93,0.0,SC - home_construction
1313,luggage_accessories,CE,41.88,0.0,CE - luggage_accessories
1314,music,DF,15.48,0.0,DF - music
1315,la_cuisine,SP,23.91,0.0,SP - la_cuisine
1316,furniture_living_room,MT,38.27,0.0,MT - furniture_living_room
1317,fixed_telephony,DF,15.87,0.0,DF - fixed_telephony
1318,furniture_living_room,MS,55.44,0.0,MS - furniture_living_room
1319,christmas_supplies,GO,37.25,0.0,GO - christmas_supplies
1320,books_imported,RJ,17.38,0.0,RJ - books_imported
1321,party_supplies,MG,22.8,0.0,MG - party_supplies
1322,industry_commerce_and_business,MS,23.5,0.0,MS - industry_commerce_and_business
1323,flowers,MS,15.1,0.0,MS - flowers
1324,food_drink,DF,16.72,0.0,DF - food_drink
1325,construction_tools_lights,BA,36.75,0.0,BA - construction_tools_lights
1326,fashion_male_clothing,GO,27.46,0.0,GO - fashion_male_clothing
1327,music,MG,17.21,0.0,MG - music
1328,books_technical,PE,24.04,0.0,PE - books_technical
1329,construction_tools_construction,PB,53.94,0.0,PB - construction_tools_construction
1330,construction_tools_construction,SE,67.48,0.0,SE - construction_tools_construction
1331,musical_instruments,AP,27.52,0.0,AP - musical_instruments
1332,home_confort,TO,96.61,0.0,TO - home_confort
1333,health_beauty,AC,38.35,0.0,AC - health_beauty
1334,home_appliances_2,SE,62.86,0.0,SE - home_appliances_2
1335,home_appliances,RO,51.64,0.0,RO - home_appliances
1336,food,PB,30.63,0.0,PB - food
1337,drinks,MG,18.82,0.0,MG - drinks
1338,tablets_printing_image,MT,18.3,0.0,MT - tablets_printing_image
1339,market_place,PA,26.29,0.0,PA - market_place
1340,small_appliances_home_oven_and_coffee,RJ,45.95,0.0,RJ - small_appliances_home_oven_and_coffee
1341,art,DF,19.81,0.0,DF - art
1342,musical_instruments,GO,25.49,0.0,GO - musical_instruments
1343,cds_dvds_musicals,SP,9.94,0.0,SP - cds_dvds_musicals
1344,furniture_bedroom,SE,71.79,0.0,SE - furniture_bedroom
1345,cool_stuff,RR,29.99,0.0,RR - cool_stuff
1346,computers,SC,51.19,0.0,SC - computers
1347,furniture_bedroom,PE,98.98,0.0,PE - furniture_bedroom
1348,musical_instruments,TO,34.15,0.0,TO - musical_instruments
1349,home_appliances_2,PE,96.0,0.0,PE - home_appliances_2
1350,audio,AM,24.63,0.0,AM - audio
1351,small_appliances,MS,17.89,0.0,MS - small_appliances
1352,pet_shop,AP,14.0,0.0,AP - pet_shop
1353,perfumery,RR,28.99,0.0,RR - perfumery
1354,computers_accessories,RR,42.03,0.0,RR - computers_accessories
1355,christmas_supplies,ES,17.58,0.0,ES - christmas_supplies
1356,musical_instruments,AM,78.2,0.0,AM - musical_instruments
1357,cds_dvds_musicals,MA,52.58,0.0,MA - cds_dvds_musicals
1358,home_appliances,PB,54.65,0.0,PB - home_appliances
1359,party_supplies,DF,38.53,0.0,DF - party_supplies
1360,pet_shop,AM,41.57,0.0,AM - pet_shop
1361,office_furniture,RR,144.86,0.0,RR - office_furniture
1362,home_appliances,SE,48.0,0.0,SE - home_appliances
1363,stationery,AC,58.93,0.0,AC - stationery
1364,costruction_tools_garden,MS,27.77,0.0,MS - costruction_tools_garden
1365,costruction_tools_tools,CE,20.7,0.0,CE - costruction_tools_tools
1366,garden_tools,AP,30.1,0.0,AP - garden_tools
1367,books_general_interest,PA,17.78,0.0,PA - books_general_interest
1368,fashion_shoes,MA,25.38,0.0,MA - fashion_shoes
1369,fixed_telephony,MA,34.43,0.0,MA - fixed_telephony
1370,consoles_games,DF,18.34,0.0,DF - consoles_games
1371,construction_tools_lights,PI,51.93,0.0,PI - construction_tools_lights
1372,party_supplies,SP,14.34,0.0,SP - party_supplies
1373,signaling_and_security,PB,299.16,0.0,PB - signaling_and_security
1374,tablets_printing_image,MS,16.39,0.0,MS - tablets_printing_image
1375,air_conditioning,AM,25.11,0.0,AM - air_conditioning
1376,signaling_and_security,PE,38.4,0.0,PE - signaling_and_security
1377,food,RO,27.46,0.0,RO - food
1378,garden_tools,AM,57.38,0.0,AM - garden_tools
1379,,PB,36.06,0.0,
1380,,SE,24.65,0.0,
1381,art,MG,18.52,0.0,MG - art
